,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,seasons,Day_of_the_week
2065,Turkish Airlines,KTM,JFK,2024-01-11,2024-01-11,1763,3,41,Winter,Thursday
2066,Turkish Airlines,KTM,JFK,2024-01-11,2024-01-14,1634,1,38,Winter,Thursday
2067,Etihad,KTM,JFK,2024-01-11,2024-01-14,1530,1,34,Winter,Thursday
2068,Qatar Airways,KTM,JFK,2024-01-11,2024-01-12,1147,2,31,Winter,Thursday
2069,Emirates,KTM,JFK,2024-01-11,2024-01-11,1292,1,34,Winter,Thursday
2070,Emirates,KTM,JFK,2024-01-11,2024-01-12,1102,2,29,Winter,Thursday
2071,Korean Air,KTM,JFK,2024-01-11,2024-01-11,1804,2,41,Winter,Thursday
2072,Air India,KTM,JFK,2024-01-11,2024-01-11,1215,1,27,Winter,Thursday
2073,Turkish Airlines,KTM,JFK,2024-01-11,2024-01-11,1763,3,41,Winter,Thursday
2074,Air India,KTM,JFK,2024-01-11,2024-01-14,1080,3,24,Winter,Thursday
2075,Qatar Airways,KTM,JFK,2024-01-11,2024-01-14,1369,3,37,Winter,Thursday
2076,China Southern,KTM,JFK,2024-01-11,2024-01-11,1920,3,40,Winter,Thursday
2077,Air India,KTM,JFK,2024-01-11,2024-01-14,945,1,21,Winter,Thursday
2078,China Southern,KTM,JFK,2024-01-11,2024-01-12,1680,2,35,Winter,Thursday
2079,Emirates,KTM,JFK,2024-01-11,2024-01-14,1558,1,41,Winter,Thursday
2080,China Southern,KTM,JFK,2024-01-11,2024-01-12,2279,1,43,Winter,Thursday
2081,Qatar Airways,KTM,JFK,2024-01-11,2024-01-12,1554,2,42,Winter,Thursday
2082,Emirates,KTM,JFK,2024-01-11,2024-01-13,1558,1,41,Winter,Thursday
2083,China Southern,KTM,JFK,2024-01-11,2024-01-11,1584,2,33,Winter,Thursday
2084,Turkish Airlines,KTM,JFK,2024-01-11,2024-01-11,1075,2,25,Winter,Thursday
2085,Air India,KTM,JFK,2024-01-11,2024-01-12,1665,3,37,Winter,Thursday
2086,Emirates,KTM,JFK,2024-01-11,2024-01-12,1216,2,32,Winter,Thursday
2087,Qatar Airways,KTM,JFK,2024-01-11,2024-01-11,814,1,22,Winter,Thursday
2088,China Southern,KTM,JFK,2024-01-11,2024-01-14,2544,2,48,Winter,Thursday
2089,Cathay Pacific,KTM,JFK,2024-01-11,2024-01-14,1632,1,34,Winter,Thursday
2090,China Southern,KTM,JFK,2024-01-11,2024-01-13,2304,1,48,Winter,Thursday
2091,Cathay Pacific,KTM,JFK,2024-01-11,2024-01-12,1920,3,40,Winter,Thursday
2092,Qatar Airways,KTM,JFK,2024-01-12,2024-01-13,999,1,27,Winter,Friday
2093,China Southern,KTM,JFK,2024-01-12,2024-01-15,2200,2,44,Winter,Friday
2094,Etihad,KTM,JFK,2024-01-12,2024-01-12,1845,3,41,Winter,Friday
2095,China Southern,KTM,JFK,2024-01-12,2024-01-14,1196,1,26,Winter,Friday
2096,China Southern,KTM,JFK,2024-01-12,2024-01-15,1200,1,24,Winter,Friday
2097,Etihad,KTM,JFK,2024-01-12,2024-01-14,1485,1,33,Winter,Friday
2098,Korean Air,KTM,JFK,2024-01-12,2024-01-15,2156,3,49,Winter,Friday
2099,Emirates,KTM,JFK,2024-01-12,2024-01-14,1482,3,39,Winter,Friday
2100,Air India,KTM,JFK,2024-01-12,2024-01-15,1032,3,24,Winter,Friday
2101,Korean Air,KTM,JFK,2024-01-12,2024-01-14,1672,2,38,Winter,Friday
2102,China Southern,KTM,JFK,2024-01-12,2024-01-13,1900,3,38,Winter,Friday
2103,Cathay Pacific,KTM,JFK,2024-01-12,2024-01-12,2350,1,50,Winter,Friday
2104,Turkish Airlines,KTM,JFK,2024-01-12,2024-01-13,1118,1,26,Winter,Friday
2105,Turkish Airlines,KTM,JFK,2024-01-12,2024-01-14,1849,1,43,Winter,Friday
2106,Etihad,KTM,JFK,2024-01-12,2024-01-13,1890,2,42,Winter,Friday
2107,Qatar Airways,KTM,JFK,2024-01-12,2024-01-13,1739,3,47,Winter,Friday
2108,Emirates,KTM,JFK,2024-01-12,2024-01-15,1406,2,37,Winter,Friday
2109,Emirates,KTM,JFK,2024-01-12,2024-01-14,1064,3,28,Winter,Friday
2110,Korean Air,KTM,JFK,2024-01-12,2024-01-13,1408,2,32,Winter,Friday
2111,Air India,KTM,JFK,2024-01-12,2024-01-14,1591,2,37,Winter,Friday
2112,Turkish Airlines,KTM,JFK,2024-01-12,2024-01-15,1935,1,45,Winter,Friday
2113,Air India,KTM,JFK,2024-01-12,2024-01-14,1247,2,29,Winter,Friday
2114,Qatar Airways,KTM,JFK,2024-01-12,2024-01-12,1739,2,47,Winter,Friday
2115,China Southern,KTM,JFK,2024-01-12,2024-01-14,1702,1,37,Winter,Friday
2116,Air India,KTM,JFK,2024-01-12,2024-01-14,1419,1,33,Winter,Friday
2117,China Southern,KTM,JFK,2024-01-12,2024-01-14,1242,3,27,Winter,Friday
2118,Emirates,KTM,JFK,2024-01-12,2024-01-14,1368,3,36,Winter,Friday
2119,China Southern,KTM,JFK,2024-01-12,2024-01-15,1650,2,33,Winter,Friday
2120,Qatar Airways,KTM,JFK,2024-01-12,2024-01-15,1554,1,42,Winter,Friday
2121,Emirates,KTM,JFK,2024-01-12,2024-01-14,874,2,23,Winter,Friday
2122,China Southern,KTM,JFK,2024-01-12,2024-01-15,1196,3,26,Winter,Friday
2123,Turkish Airlines,KTM,JFK,2024-01-12,2024-01-12,1548,2,36,Winter,Friday
2124,Air India,KTM,JFK,2024-01-12,2024-01-14,1032,1,24,Winter,Friday
2125,Emirates,KTM,JFK,2024-01-12,2024-01-14,1786,2,47,Winter,Friday
2126,Qatar Airways,KTM,JFK,2024-01-12,2024-01-14,1073,3,29,Winter,Friday
2127,China Southern,KTM,JFK,2024-01-12,2024-01-12,1300,1,26,Winter,Friday
2128,Cathay Pacific,KTM,JFK,2024-01-12,2024-01-12,1786,1,38,Winter,Friday
2129,China Southern,KTM,JFK,2024-01-12,2024-01-15,1334,1,29,Winter,Friday
2130,Cathay Pacific,KTM,JFK,2024-01-12,2024-01-13,2209,2,47,Winter,Friday
